,reviews
23320,"godzilla return complet honest , hate movi saw theater . bother see preview showcas larg amount godzilla battl , film thin monster action big buy . characters/act uninterest , except one bryan cranston , noth els seem blow away . take time see friend love movi , decid give godzilla anoth shot blu-ray.i happi say enjoy godzilla second time , still problem . somewhat lacklust perform hidden godzilla still bother littl bit , overal see film posit light . incredib well lit scene good darker ones.if disappoint godzilla first view recommend give anoth chanc ."
23321,great sound effect love movi especi godzilla fight help ppl
23322,"son love movi , 's . much realist old godzilla movi , 's type movi ."
23323,"modern remak everi technic detail movi hollywood wrong , defi belief . plot n't flow togeth well either . acting/cast n't much , includ godzilla . godzilla movi , old man n't sorri saw . disc sale best buy terrif ."
23324,"movi okay , noth special movi okay , charact driven . monster effect good appear , near enough godzilla . plot seriou hole well monster godzilla ( good guy ) confront ."
23325,"reboot interest movi , godzilla fan obviou choic ! !"
23326,well made updat classic entertain action movi . pick holiday sale disappoint .
23327,fun flick fun film definit far superior emmerich 's version . real treat watch home .
23328,"good movi like version fire-spew giant , side human battl equal terrifi beast ."
23329,godzilla fun movi watch second time home . brian cranston great job .
23330,"godzilla back ! ! godzilla back new movi , fill monster action . 's non stop action ride begin end . godzilla show along way ."
23331,awesom worth time . saw theater bought .
23332,good one watch theater room get full effect . enjoy movi famili .
23333,"good movi ! littl slow start , pick toward end . realli like action . special effect awesom act pretti good !"
23334,"godzilla blu-ray ! godzilla blu-ray ! realli good movi . 've enjoy godzilla movi , 'll like enjoy one . 's much slower godzilla movi 's suspens . good american take godzilla ."
23335,excit movi excit fun watch . found funni seriou .
23336,good movi enjoy movi . great action sequenc .
23337,great godzilla movi much better previou godzilla movi . good action godzilla look amaz .
23338,better expect n't high hope movi go pleasantli surpris . nice plot twist good act . special effect could littl better overal good movi .
23339,"good godzilla movi love godzilla movi sinc kid , old `` black white '' movi tv , today 's movi cgi enhanc tenfold . cgi accomplish today made movi action pack watch enjoy . recommend movi anyon love cgi especi `` godzilla '' ."
23340,"mostli love visual larger life creatur amaz . n't read much stori line 'll problem . veteran pain obviou far-fetch militari situat ( hey , 's realist movi either ) . watch theatr still end buy say anyth . potenti spoiler ahead : ... ... ... ... ... ... ... .the main reason 'm give star took hour crucial charact make full appear ."
23341,great movi good movi enjoy differ godzilla movi year .
23342,excel movi absolut love one . 's nice final anoth godzilla film long paus ... film feel like get old friend back . good action excel special effect .
23343,renew view classic enjoy new movi look next movi . great film .
23344,"good movi enjoy movi . n't get see much big guy , still good"
23345,"great modern throwback complaint , godzilla n't get enough screentim ! introduc sooner seem like saw much human backstori monster !"
23346,"godzilla movi done right ye could movi godzilla action scene , movi well done corni . final action great set sequel probabl deliv action . took risk make movi ten time better previou godzilla m. broderick . special effect great , worth own ."
23347,good monster movi much better last godzilla movi . enterta big time action scene .
23348,beat gamera hand like origin . way better ! ! sfx bad either .
23349,"godzilla live forev find best new godzilla date - much better version - 's still re-boot . campi feel origin japanes monster movi ca n't re-creat , decent homag ."
23350,good movi movi pretti good extra kind weak digit copi uv .
23351,good fun version godzilla gritti realist version . 's dark brood part quit fun classic .
23352,"good like former theatric version godzolla better still like remak okay . possibl , would give remak / star ."
23353,"thrill ! awesom godzilla updat , great visual sound blu ray ."
23354,"better american version good movi , real complaint wish godzilla actual film , would love seen battl take place"
23355,goooozillaaaa awesom could use bit fight scene less talk though .
23356,"godzilla cousin told good flick , bought got ta watch ."
23357,good idea movi ok fight scene awesom look godzilla great littl late .
23358,"go back root enjoy version godzilla potray sort-of hero , akin old japanes version ."
23359,godzilla ! thought good movi . perhap littl better previou version hit theater long time ago ...
23360,great monster love godzilla felt formid monster . alway enjoy everi godzilla movi ca n't wait . love charact ! friend enjoy movi !
23361,"good movi . good price . 've wait price come , best buy usual first ... thank !"
23362,"awesom movi great movi , wish woulda shown monster !"
23363,godzilla fan definit best godzilla movi time . blue ray bring best hd special effect . storylin intrigu time .
23364,"great movi love movi , bd ton extra pictur clear ,"
23365,godzilla get . new take classic version . love blu-ray free digit copi . wow
23366,good movi good movi good price enjoy lot would recommend
23367,"never felt bore miss thing know exactli someth , would made better"
23368,"great special effect movi tremend visual dare , magnific special effect surpris moral graviti ."
23369,get bought first tv earlier year build collect movi . seen movi theatr thought would goodaddit librari . good movi film made enjoy .
23370,someth miss ... grew watch origin godzilla movi dad giant prehistor lizard attack tokyo . new remak good enough watch enjoy 're origin ft mechan robot destroy tini plastic model . obvious special effect upgrad still ca n't say one better origin .
23371,"entertain godzilla fan love movi , bore ."
23372,"king monster back grew godzilla ; watch terribl dub import scifi channel everi weekend . rent step brother ; make movi night . year variou incarn , japan tri make frighten , monster hero , america 's first attempt insult . , despit reboot origin ( actual work ) ; redeem . king monster back full form , despit movi much would like , harken back origin build suspens . greatli look forward sequel ."
23373,"great movi ! movi extrem enjoy , definit recommend !"
23374,great movi realli enjoy . look great bluray ! ! ! ! !
23375,good movi love effect sound . awesom big screen : )
23376,great movi great movi . love d. would recommend friend .
23377,good action movi movi keep action roll across whole time . still stori could better prize audienc icon charact .
